iter	Passed	Remaining
339	43506	596291
340	43618	595944
341	43745	595814
342	43870	595639
343	43983	595312
344	44113	595205
345	44266	595420
346	44406	595461
347	44538	595376
348	44691	595590
349	44799	595188
350	44920	594970
351	45051	594884
352	45173	594671
353	45306	594611
354	45427	594390
355	45553	594248
356	45693	594270
357	45839	594377
358	45956	594108
359	46089	594042
360	46213	593860
361	46330	593594
362	46465	593554
363	46579	593245
364	46698	593003
365	46828	592906
366	46974	593009
367	47104	592902
368	47234	592804
369	47366	592722
370	47494	592594
371	47622	592467
372	47726	592036
373	47847	591822
374	47956	591467
375	48090	591411
376	48214	591236
377	48352	591229
378	48483	591146
379	48614	591054
380	48767	591224
381	48907	591239
382	49033	591087
383	49157	590919
384	49281	590738
385	49398	590479
386	49523	590316
387	49652	590194
388	49772	589978
389	49884	589661
390	50002	589418
391	50131	589306
392	50259	589176
393	50397	589164
394	50529	589090
395	50655	588939
396	50806	589068
397	50942	589034
398	51080	589031
399	51207	588885
400	51323	588614
401	51446	588433
402	51568	588242
403	51687	588008
404	51816	587892
405	51984	588222
406	52100	587950
407	52294	588565
408	52433	588563
409	52554	588351
410	52671	588101
411	52800	587984
412	52921	587778
413	53050	587651
414	53171	587453
415	53279	587095
416	53471	587672
417	53593	587480
418	53690	587005
419	53815	586840
420	53957	586864
421	54063	586504
422	54187	586325
423	54316	586213
424	54447	586108
425	54583	586063
426	54698	585803
427	54809	585486
428	54926	585238
429	55072	585304
430	55174	584898
431	55308	584833
432	55429	584637
433	55562	584562
434	55691	584445
435	55786	583972
436	55915	583851
437	56049	583789
438	56165	583534
439	56275	583219
440	56428	583354
441	56573	583395
442	56716	583426
443	56843	583290
444	56977	583215
445	57100	583036
446	57219	582817
447	57359	582815
448	57478	582595
449	57589	582290
450	57712	582115
451	57840	581985
452	57973	581910
453	58102	581793
454	58248	581849
455	58405	582005
456	58546	582002
457	58672	581861
458	58817	581898
459	58951	581828
460	59059	581503
461	59175	581252
462	59296	581058
463	59407	580764
464	59618	581440
465	59777	581608
466	59896	581391
467	60034	581360
468	60157	581185
469	60290	581100
470	60402	580812
471	60529	580668
472	60656	580528
473	60790	580460
474	60932	580458
475	61065	580375
476	61195	580270
477	61337	580268
478	61449	579988
479	61559	579684
480	61689	579576
481	61821	579483
482	61938	579242
483	62048	578950
484	62172	578785
485	62316	578804
486	62456	578785
487	62595	578756
488	62707	578469
489	62848	578463
490	62967	578253
491	63089	578062
492	63210	577870
493	63325	577622
494	63437	577341
495	63550	577081
496	63670	576880
497	63777	576559
498	63900	576386
499	64046	576417
500	64170	576255
501	64283	575986
502	64418	575921
503	64556	575880
504	64668	575612
505	64754	575115
506	64898	575129
507	65035	575078
508	65144	574777
509	65278	574707
510	65394	574473
511	65554	574627
512	65681	574486
513	65807	574339
514	65931	574177
515	66070	574147
516	66187	573922
517	66325	573879
518	66440	573640
519	66575	573575
520	66686	573299
521	66814	573173
522	66931	572945
523	67050	572747
524	67196	572765
525	67336	572740
526	67454	572529
527	67649	572971
528	67768	572765
529	67887	572560
530	68017	572452
531	68137	572249
532	68266	572132
533	68412	572154
534	68542	572041
535	68670	571909
536	68773	571575
537	68897	571413
538	69004	571113
539	69133	570991
540	69240	570689
541	69367	570550
542	69497	570445
543	69627	570334
544	69738	570066
545	69876	570019
546	70011	569948
547	70146	569874
548	70262	569653
549	70405	569647
550	70527	569465
551	70652	569317
552	70776	569154
553	70895	568958
554	71037	568939
555	71152	568711
556	71257	568393
557	71388	568290
558	71604	568863
559	71731	568730
560	71853	568549
561	71979	568404
562	72098	568211
563	72201	567885
564	72310	567608
565	72421	567344
566	72527	567042
567	72666	567005
568	72799	566913
569	72935	566847
570	73047	566599
571	73157	566332
572	73269	566078
573	73386	565871
574	73516	565758
575	73642	565616
576	73776	565536
577	73897	565355
578	74027	565240
579	74160	565153
580	74276	564937
581	74405	564813
582	74531	564678
583	74652	564492
584	74786	564417
585	74895	564145
586	75015	563955
587	75146	563854
588	75285	563806
589	75431	563820
590	75546	563597
591	75673	563462
592	75780	563175
593	75926	563186
594	76069	563168
595	76182	562930
596	76281	562595
597	76400	562401
598	76506	562113
599	76640	562032
600	76769	561910
601	76864	561542
602	76988	561392
603	77092	561093
604	77226	561009
605	77428	561417
606	77536	561151
607	77678	561124
608	77778	560794
609	77915	560737
610	78015	560407
611	78130	560188
612	78266	560123
613	78365	559789
614	78496	559685
615	78606	559431
616	78738	559338
617	78867	559221
618	78999	559124
619	79169	559297
620	79293	559139
621	79411	558945
622	79534	558782
623	79683	558809
624	79833	558831
625	79962	558712
626	80108	558713
627	80232	558559
628	80344	558323
629	80460	558118
630	80578	557922
631	80706	557793
632	80820	557572
633	80944	557419
634	81074	557306
635	81181	557038
636	81301	556858
637	81404	556563
638	81525	556386
639	81663	556334
640	81791	556204
641	81938	556213
642	82082	556193
643	82206	556040
644	82315	555791
645	82446	555686
646	82577	555577
647	82708	555476
648	82840	555374
649	82964	555225
650	83073	554971
651	83188	554758
652	83295	554498
653	83425	554387
654	83557	554283
655	83670	554065
656	83907	554656
657	84021	554438
658	84145	554287
659	84278	554192
660	84413	554118
661	84568	554164
662	84686	553974
663	84797	553741
664	84911	553523
665	85021	553279
666	85131	553033
667	85273	553000
668	85402	552880
669	85539	552814
670	85677	552751
671	85799	552588
672	85912	552366
673	86027	552161
674	86180	552193
675	86314	552105
676	86433	551922
677	86559	551784
678	86680	551611
679	86809	551493
680	86926	551299
681	87044	551112
682	87209	551217
683	87326	551025
684	87430	550746
685	87577	550741
686	87690	550525
687	87821	550418
688	87947	550277
689	88102	550320
690	88237	550237
691	88371	550151
692	88499	550026
693	88627	549900
694	88749	549736
695	88871	549571
696	89049	549755
697	89204	549793
698	89333	549675
699	89458	549528
700	89593	549448
701	89717	549297
702	89856	549235
703	89972	549035
704	90101	548914
705	90239	548848
706	90372	548754
707	90498	548614
708	90615	548421
709	90736	548251
710	90869	548155
711	91012	548119
712	91135	547963
713	91255	547790
714	91472	548195
715	91603	548085
716	91712	547843
717	91863	547856
718	91975	547632
719	92108	547531
720	92230	547368
721	92331	547085
722	92456	546939
723	92582	546799
724	92720	546730
725	92850	546616
726	92965	546411
727	93094	546288
728	93248	546316
729	93355	546064
730	93484	545942
731	93596	545724
732	93715	545542
733	93839	545395
734	94023	545590
735	94139	545393
736	94265	545253
737	94390	545112
738	94501	544887
739	94620	544708
740	94729	544470
741	94841	544253
742	94977	544173
743	95100	544018
744	95216	543822
745	95366	543818
746	95486	543644
747	95598	543431
748	95720	543269
749	95851	543160
750	95974	543002
751	96099	542862
752	96211	542645
753	96326	542444
754	96457	542333
755	96589	542230
756	96712	542074
757	96847	541986
758	96970	541831
759	97079	541599
760	97220	541547
761	97333	541338
762	97472	541274
763	97610	541200
764	97752	541151
765	97866	540947
766	97999	540852
767	98136	540773
768	98264	540647
769	98385	540483
770	98507	540322
771	98655	540302
772	98768	540094
773	98874	539848
774	98984	539626
775	99114	539510
776	99237	539357
777	99348	539138
778	99492	539097
779	99629	539021
780	99739	538798
781	99869	538682
782	100000	538571
783	100128	538447
784	100244	538253
785	100391	538232
786	100520	538111
787	100649	537987
788	100777	537861
789	100883	537620
790	101000	537435
791	101111	537221
792	101239	537090
793	101344	536844
794	101478	536752
795	101607	536627
796	101730	536478
797	101855	536335
798	101987	536234
799	102113	536096
800	102258	536060
801	102391	535957
802	102527	535876
803	102619	535563
804	102739	535395
805	102857	535214
806	102970	535010
807	103085	534821
808	103307	535183
809	103441	535086
810	103556	534893
811	103699	534846
812	103837	534770
813	103946	534545
814	104069	534394
815	104193	534246
816	104336	534196
817	104471	534108
818	104586	533912
819	104697	533700
820	104799	533443
821	104927	533315
822	105072	533278
823	105204	533171
824	105345	533109
825	105460	532917
826	105589	532799
827	105740	532790
828	105854	532592
829	105988	532496
830	106119	532383
831	106234	532196
832	106341	531961
833	106484	531912
834	106611	531780
835	106747	531694
836	106871	531548
837	107001	531434
838	107112	531222
839	107232	531058
840	107364	530952
841	107523	530975
842	107663	530909
843	107780	530728
844	107890	530515
845	108009	530344
846	108132	530195
847	108255	530043
848	108371	529858
849	108490	529686
850	108634	529642
851	108767	529539
852	108898	529425
853	109024	529293
854	109140	529107
855	109280	529041
856	109396	528856
857	109597	529083
858	109740	529030
859	109849	528810
860	109984	528716
861	110094	528506
862	110235	528438
863	110361	528302
864	110495	528208
865	110627	528100
866	110757	527982
867	110880	527834
868	111012	527725
869	111170	527738
870	111304	527642
871	111417	527445
872	111541	527300
873	111662	527138
874	111785	526988
875	111897	526786
876	112003	526558
877	112138	526464
878	112277	526389
879	112396	526220
880	112516	526054
881	112644	525929
882	112757	525735
883	112898	525666
884	113021	525518
885	113127	525290
886	113235	525069
887	113356	524910
888	113474	524740
889	113609	524647
890	113740	524535
891	113940	524740
892	114080	524667
893	114212	524561
894	114326	524370
895	114437	524165
896	114573	524074
897	114699	523939
898	114814	523752
899	114952	523674
900	115091	523597
901	115218	523463
902	115345	523333
903	115494	523301
904	115663	523362
905	115814	523337
906	115944	523220
907	116069	523078
908	116185	522900
909	116319	522799
910	116443	522654
911	116576	522548
912	116762	522681
913	116895	522578
914	117019	522431
915	117145	522296
916	117273	522166
917	117382	521954
918	117504	521801
919	117621	521627
920	117745	521479
921	117868	521332
922	117996	521203
923	118119	521055
924	118255	520965
925	118390	520868
926	118522	520755
927	118647	520618
928	118751	520384
929	118859	520168
930	119033	520243
931	119189	520241
932	119309	520077
933	119428	519911
934	119574	519859
935	119728	519844
936	119857	519724
937	119973	519544
938	120105	519435
939	120234	519311
940	120369	519214
941	120488	519047
942	120628	518971
943	120748	518807
944	120859	518608
945	120981	518457
946	121098	518281
947	121229	518165
948	121363	518065
949	121496	517959
950	121632	517864
951	121741	517655
952	121868	517524
953	121994	517389
954	122101	517174
955	122234	517068
956	122372	516980
957	122526	516966
958	122653	516833
959	122881	517128
960	122981	516880
961	123096	516699
962	123215	516533
963	123346	516418
964	123551	516611
965	123704	516586
966	123856	516560
967	123981	516418
968	124097	516238
969	124289	516379
970	124415	516240
971	124542	516110
972	124654	515914
973	124769	515731
974	124879	515526
975	124983	515299
976	125121	515213
977	125234	515023
978	125352	514855
979	125497	514793
980	125642	514735
981	125755	514549
982	125868	514356
983	125996	514230
984	126110	514043
985	126241	513927
986	126377	513833
987	126481	513608
988	126602	513450
989	126706	513226
990	126838	513115
991	126956	512945
992	127091	512845
993	127220	512721
994	127329	512516
995	127445	512341
996	127573	512211
997	127664	511935
998	127773	511734
999	127887	511549
1000	128000	511362
1001	128117	511190
1002	128261	511126
1003	128392	511012
1004	128533	510938
1005	128691	510927
1006	128840	510882
1007	128939	510640
1008	129086	510587
1009	129227	510512
1010	129354	510379
1011	129485	510264
1012	129600	510086
1013	129717	509916
1014	129863	509856
1015	130005	509785
1016	130147	509713
1017	130278	509598
1018	130409	509478
1019	130534	509338
1020	130674	509258
1021	130811	509166
1022	130962	509129
1023	131078	508953
1024	131201	508803
1025	131324	508657
1026	131460	508559
1027	131591	508445
1028	131725	508339
1029	131868	508270
1030	132130	508657
1031	132259	508531
1032	132366	508322
1033	132494	508196
1034	132622	508067
1035	132774	508030
1036	132913	507944
1037	133032	507779
1038	133172	507697
1039	133297	507554
1040	133439	507481
1041	133553	507297
1042	133700	507240
1043	133807	507031
1044	133930	506886
1045	134076	506822
1046	134208	506712
1047	134336	506581
1048	134462	506447
1049	134582	506287
1050	134713	506168
1051	134823	505974
1052	134953	505849
1053	135095	505776
1054	135211	505602
1055	135346	505499
1056	135463	505329
1057	135593	505205
1058	135721	505079
1059	135844	504931
1060	135966	504782
1061	136076	504585
1062	136205	504460
1063	136315	504264
1064	136458	504192
1065	136557	503956
1066	136718	503950
1067	136842	503805
1068	136994	503764
1069	137119	503626
1070	137253	503517
1071	137388	503416
1072	137530	503339
1073	137664	503232
1074	137804	503146
1075	137927	503000
1076	138059	502883
1077	138170	502694
1078	138297	502563
1079	138417	502403
1080	138517	502175
1081	138646	502050
1082	138743	501809
1083	138860	501640
1084	138994	501531
1085	139142	501476
1086	139293	501432
1087	139420	501297
1088	139530	501104
1089	139633	500888
1090	139760	500754
1091	139891	500636
1092	140020	500512
1093	140155	500407
1094	140269	500229
1095	140391	500081
1096	140522	499962
1097	140648	499828
1098	140770	499676
1099	140880	499486
1100	141001	499331
1101	141144	499257
1102	141261	499088
1103	141360	498859
1104	141460	498631
1105	141585	498492
1106	141717	498378
1107	141854	498284
1108	141973	498122
1109	142110	498028
1110	142248	497935
1111	142380	497818
1112	142511	497701
1113	142655	497628
1114	142781	497494
1115	142908	497363
1116	143068	497344
1117	143196	497216
1118	143346	497163
1119	143488	497084
1120	143611	496937
1121	143746	496836
1122	143869	496687
1123	143983	496514
1124	144116	496399
1125	144233	496236
1126	144369	496133
1127	144503	496027
1128	144639	495924
1129	144768	495800
1130	144876	495602
1131	145018	495523
1132	145140	495373
1133	145275	495269
1134	145399	495125
1135	145534	495021
1136	145640	494819
1137	145751	494632
1138	145867	494462
1139	145967	494241
1140	146087	494085
1141	146225	493989
1142	146380	493954
1143	146500	493799
1144	146616	493631
1145	146758	493549
1146	146878	493393
1147	147003	493255
1148	147136	493143
1149	147275	493051
1150	147402	492919
1151	147546	492846
1152	147661	492673
1153	147790	492550
1154	147937	492483
1155	148056	492326
1156	148216	492302
1157	148306	492048
1158	148447	491963
1159	148573	491829
1160	148726	491783
1161	148842	491615
1162	149063	491793
1163	149191	491664
1164	149327	491562
1165	149478	491508
1166	149591	491330
1167	149717	491197
1168	149859	491113
1169	149986	490981
1170	150119	490867
1171	150263	490790
1172	150402	490700
1173	150542	490609
1174	150680	490511
1175	150775	490276
1176	150898	490131
1177	151018	489975
1178	151146	489848
1179	151265	489690
1180	151414	489630
1181	151685	489961
1182	151803	489801
1183	151965	489780
1184	152094	489652
1185	152208	489480
1186	152335	489346
1187	152466	489228
1188	152600	489118
1189	152745	489042
1190	152872	488908
1191	152997	488770
1192	153137	488679
1193	153261	488537
1194	153395	488427
1195	153507	488246
1196	153647	488155
1197	153792	488078
1198	153929	487978
1199	154135	488097
1200	154262	487963
1201	154379	487799
1202	154469	487548
1203	154617	487482
1204	154746	487355
1205	154853	487160
1206	154980	487026
1207	155105	486886
1208	155243	486787
1209	155379	486683
1210	155496	486519
1211	155648	486465
1212	155768	486310
1213	155904	486206
1214	156043	486110
1215	156191	486041
1216	156334	485960
1217	156458	485817
1218	156593	485710
1219	156731	485610
1220	156867	485506
1221	156989	485355
1222	157084	485125
1223	157220	485019
1224	157350	484897
1225	157496	484821
1226	157627	484702
1227	157749	484553
1228	157883	484441
1229	158019	484335
1230	158162	484252
1231	158296	484140
1232	158444	484070
1233	158584	483977
1234	158727	483892
1235	158867	483801
1236	159012	483720
1237	159155	483635
1238	159266	483456
1239	159396	483332
1240	159524	483201
1241	159665	483109
1242	159790	482971
1243	159916	482834
1244	160049	482718
1245	160156	482525
1246	160293	482424
1247	160435	482335
1248	160592	482291
1249	160731	482195
1250	160856	482054
1251	160973	481891
1252	161094	481740
1253	161241	481668
1254	161355	481495
1255	161478	481350
1256	161609	481229
1257	161744	481119
1258	161858	480948
1259	162001	480860
1260	162162	480830
1261	162285	480685
1262	162399	480513
1263	162523	480371
1264	162653	480246
1265	162779	480108
1266	162928	480040
1267	163040	479863
1268	163174	479751
1269	163314	479656
1270	163477	479627
1271	163622	479546
1272	163733	479368
1273	163863	479242
1274	163999	479135
1275	164129	479011
1276	164271	478920
1277	164409	478819
1278	164549	478725
1279	164716	478707
1280	164853	478601
1281	164991	478501
1282	165114	478357
1283	165234	478201
1284	165355	478051
1285	165475	477897
1286	165626	477834
1287	165765	477735
1288	165910	477651
1289	166033	477505
1290	166193	477468
1291	166322	477339
1292	166464	477250
1293	166634	477238
1294	166750	477072
1295	166892	476984
1296	167010	476823
1297	167143	476705
1298	167295	476642
1299	167437	476551
1300	167563	476417
1301	167703	476319
1302	167833	476193
1303	167951	476032
1304	168085	475919
1305	168211	475782
1306	168324	475610
1307	168457	475492
1308	168579	475346
1309	168684	475150
1310	168815	475027
1311	168963	474952
1312	169098	474840
1313	169218	474688
1314	169352	474572
1315	169490	474469
1316	169638	474394
1317	169782	474309
1318	169927	474225
1319	170074	474146
1320	170179	473951
1321	170319	473855
1322	170440	473704
1323	170555	473536
1324	170689	473422
1325	170799	473239
1326	170925	473104
1327	171042	472941
1328	171161	472787
1329	171325	472754
1330	171462	472649
1331	171605	472559
1332	171741	472449
1333	171853	472274
1334	171983	472149
1335	172155	472138
1336	172283	472008
1337	172389	471815
1338	172519	471691
1339	172659	471591
1340	172801	471498
1341	172953	471432
1342	173102	471359
1343	173238	471249
1344	173359	471098
1345	173473	470930
1346	173595	470783
1347	173739	470694
1348	173851	470521
1349	173970	470363
1350	174112	470270
1351	174249	470164
1352	174370	470014
1353	174616	470201
1354	174737	470049
1355	174855	469891
1356	174997	469799
1357	175055	469478
1358	175187	469357
1359	175324	469251
1360	175446	469104
1361	175558	468928
1362	175706	468851
1363	175829	468706
1364	176030	468770
1365	176175	468684
1366	176310	468570
1367	176444	468454
1368	176584	468354
1369	176720	468245
1370	176844	468103
1371	176972	467970
1372	177103	467848
1373	177227	467705
1374	177362	467592
1375	177513	467520
1376	177648	467408
1377	177788	467308
1378	177934	467224
1379	178064	467095
1380	178176	466921
1381	178302	466786
1382	178444	466691
1383	178559	466525
1384	178695	466414
1385	178813	466256
1386	178959	466172
1387	179096	466064
1388	179253	466008
1389	179400	465925
1390	179530	465798
1391	179654	465655
1392	179791	465548
1393	179942	465476
1394	180069	465339
1395	180215	465256
1396	180349	465140
1397	180487	465032
1398	180615	464901
1399	180725	464723
1400	180869	464631
1401	181014	464542
1402	181126	464371
1403	181256	464242
1404	181377	464095
1405	181508	463970
1406	181627	463815
1407	181756	463686
1408	181879	463540
1409	181996	463380
1410	182128	463258
1411	182249	463110
1412	182411	463064
1413	182524	462893
1414	182657	462774
1415	182775	462617
1416	182904	462489
1417	183026	462341
1418	183169	462249
1419	183273	462055
1420	183405	461934
1421	183552	461849
1422	183703	461776
1423	183817	461609
1424	183922	461419
1425	184045	461274
1426	184171	461137
1427	184309	461032
1428	184455	460945
1429	184569	460778
1430	184678	460599
1431	184807	460470
1432	184907	460268
1433	185055	460186
1434	185188	460066
1435	185336	459986
1436	185437	459787
1437	185578	459688
1438	185742	459645
1439	185876	459527
1440	185996	459376
1441	186145	459297
1442	186281	459183
1443	186427	459097
1444	186568	458997
1445	186703	458881
1446	186838	458768
1447	186961	458624
1448	187072	458451
1449	187205	458330
1450	187347	458233
1451	187488	458133
1452	187608	457982
1453	187737	457851
1454	187907	457822
1455	188043	457709
1456	188169	457573
1457	188296	457439
1458	188460	457393
1459	188570	457218
1460	188696	457081
1461	188824	456950
1462	188952	456818
1463	189090	456709
1464	189198	456529
1465	189341	456433
1466	189468	456299
1467	189589	456151
1468	189725	456038
1469	189835	455864
1470	189957	455716
1471	190094	455606
1472	190235	455505
1473	190342	455324
1474	190472	455197
1475	190618	455107
1476	190748	454982
1477	190869	454832
1478	190993	454690
1479	191130	454581
1480	191249	454427
1481	191379	454301
1482	191492	454132
1483	191598	453949
1484	191740	453849
1485	191868	453718
1486	192012	453625
1487	192135	453480
1488	192294	453422
1489	192420	453285
1490	192568	453201
1491	192707	453094
1492	192866	453037
1493	193003	452924
1494	193133	452797
1495	193384	452953
1496	193519	452837
1497	193641	452691
1498	193770	452561
1499	193905	452445
1500	194014	452268
1501	194150	452155
1502	194297	452067
1503	194442	451976
1504	194581	451867
1505	194714	451746
1506	194855	451644
1507	194976	451497
1508	195108	451374
1509	195238	451246
1510	195340	451054
1511	195462	450907
1512	195581	450754
1513	195702	450606
1514	195835	450487
1515	195964	450356
1516	196075	450186
1517	196191	450025
1518	196316	449886
1519	196466	449803
1520	196609	449707
1521	196758	449622
1522	196893	449505
1523	197012	449354
1524	197160	449267
1525	197278	449112
1526	197434	449044
1527	197565	448917
1528	197674	448742
1529	197792	448588
1530	197909	448430
1531	198042	448309
1532	198168	448172
1533	198311	448075
1534	198461	447993
1535	198583	447848
1536	198732	447761
1537	198873	447659
1538	199002	447529
1539	199127	447390
1540	199229	447199
1541	199338	447024
1542	199470	446901
1543	199618	446813
1544	199728	446641
1545	199866	446531
1546	199995	446402
1547	200131	446287
1548	200270	446181
1549	200408	446069
1550	200515	445891
1551	200644	445762
1552	200774	445633
1553	200888	445470
1554	200998	445299
1555	201120	445154
1556	201253	445033
1557	201383	444904
1558	201517	444787
1559	201647	444658
1560	201772	444520
1561	201895	444377
1562	202017	444232
1563	202120	444045
1564	202248	443913
1565	202357	443739
1566	202484	443605
1567	202615	443480
1568	202770	443406
1569	202886	443247
1570	202999	443084
1571	203113	442922
1572	203235	442777
1573	203357	442631
1574	203522	442581
1575	203634	442414
1576	203758	442274
1577	203879	442126
1578	204000	441980
1579	204147	441889
1580	204397	442020
1581	204520	441877
1582	204653	441757
1583	204795	441654
1584	204928	441532
1585	205079	441451
1586	205219	441345
1587	205352	441223
1588	205492	441117
1589	205633	441012
1590	205779	440919
1591	205928	440830
1592	206061	440710
1593	206308	440832
1594	206455	440741
1595	206575	440591
1596	206688	440427
1597	206808	440276
1598	206946	440166
1599	207077	440039
1600	207214	439925
1601	207349	439808
1602	207467	439654
1603	207589	439509
1604	207710	439362
1605	207834	439221
1606	207970	439106
1607	208115	439009
1608	208262	438916
1609	208407	438820
1610	208536	438691
1611	208669	438568
1612	208789	438419
1613	208942	438338
1614	209077	438220
1615	209198	438074
1616	209338	437966
1617	209493	437890
1618	209614	437743
1619	209764	437656
1620	209888	437515
1621	210013	437377
1622	210140	437243
1623	210281	437137
1624	210394	436973
1625	210511	436818
1626	210620	436646
1627	210744	436504
1628	210868	436364
1629	210980	436197
1630	211114	436079
1631	211262	435987
1632	211389	435853
1633	211528	435742
1634	211652	435603
1635	211778	435466
1636	211916	435353
1637	212052	435238
1638	212182	435110
1639	212325	435007
1640	212453	434876
1641	212580	434740
1642	212720	434633
1643	212859	434522
1644	212991	434399
1645	213137	434303
1646	213281	434203
1647	213430	434112
1648	213556	433976
1649	213688	433853
1650	213826	433741
1651	213944	433586
1652	214077	433464
1653	214197	433316
1654	214314	433161
1655	214452	433049
1656	214589	432935
1657	214728	432823
1658	214833	432646
1659	214958	432506
1660	215092	432386
1661	215219	432252
1662	215336	432098
1663	215458	431953
