iter	Passed	Remaining
1664	215603	431854
1665	215743	431746
1666	215886	431643
1667	216034	431551
1668	216157	431407
1669	216275	431256
1670	216405	431126
1671	216515	430959
1672	216646	430831
1673	216759	430670
1674	216900	430562
1675	217013	430401
1676	217134	430255
1677	217255	430108
1678	217386	429983
1679	217500	429822
1680	217626	429686
1681	217751	429547
1682	217895	429447
1683	218006	429281
1684	218155	429189
1685	218269	429031
1686	218404	428912
1687	218686	429081
1688	218820	428961
1689	218937	428806
1690	219067	428677
1691	219202	428559
1692	219334	428435
1693	219464	428305
1694	219589	428167
1695	219710	428020
1696	219824	427861
1697	219920	427665
1698	220086	427607
1699	220216	427478
1700	220344	427346
1701	220472	427215
1702	220605	427090
1703	220732	426957
1704	220962	427021
1705	221094	426897
1706	221250	426818
1707	221388	426703
1708	221536	426610
1709	221674	426497
1710	221814	426386
1711	221943	426255
1712	222060	426101
1713	222165	425925
1714	222294	425793
1715	222426	425670
1716	222538	425505
1717	222668	425377
1718	222800	425251
1719	222953	425166
1720	223072	425017
1721	223204	424892
1722	223360	424812
1723	223490	424684
1724	223639	424590
1725	223765	424454
1726	223892	424319
1727	224026	424197
1728	224158	424073
1729	224284	423935
1730	224406	423793
1731	224543	423677
1732	224672	423545
1733	224809	423429
1734	224941	423305
1735	225084	423200
1736	225229	423100
1737	225366	422983
1738	225469	422803
1739	225588	422654
1740	225718	422526
1741	225844	422389
1742	225973	422257
1743	226091	422106
1744	226230	421994
1745	226352	421851
1746	226476	421711
1747	226619	421604
1748	226730	421441
1749	226859	421310
1750	226999	421199
1751	227128	421069
1752	227272	420965
1753	227393	420820
1754	227506	420660
1755	227626	420512
1756	227755	420381
1757	227892	420266
1758	228024	420140
1759	228148	420000
1760	228272	419859
1761	228425	419773
1762	228557	419648
1763	228682	419510
1764	228941	419618
1765	229052	419453
1766	229199	419355
1767	229336	419239
1768	229496	419165
1769	229600	418989
1770	229716	418833
1771	229838	418689
1772	229951	418530
1773	230091	418418
1774	230211	418271
1775	230317	418099
1776	230442	417961
1777	230577	417840
1778	230706	417709
1779	230851	417608
1780	230990	417494
1781	231114	417354
1782	231259	417252
1783	231479	417285
1784	231612	417162
1785	231727	417004
1786	231862	416885
1787	231984	416742
1788	232136	416652
1789	232293	416570
1790	232440	416472
1791	232563	416329
1792	232698	416209
1793	232828	416081
1794	232959	415952
1795	233103	415848
1796	233222	415699
1797	233340	415547
1798	233464	415408
1799	233599	415287
1800	233712	415127
1801	233844	415001
1802	233965	414856
1803	234078	414698
1804	234210	414572
1805	234336	414436
1806	234460	414296
1807	234599	414181
1808	234743	414077
1809	234864	413931
1810	235006	413823
1811	235123	413672
1812	235243	413525
1813	235338	413334
1814	235475	413216
1815	235607	413091
1816	235743	412973
1817	235881	412857
1818	236017	412738
1819	236141	412598
1820	236264	412457
1821	236405	412347
1822	236560	412261
1823	236701	412151
1824	236825	412011
1825	236968	411904
1826	237096	411772
1827	237210	411614
1828	237354	411510
1829	237486	411383
1830	237619	411259
1831	237752	411135
1832	237898	411033
1833	238027	410902
1834	238164	410784
1835	238299	410664
1836	238433	410541
1837	238550	410389
1838	238687	410271
1839	238816	410142
1840	238937	409996
1841	239062	409858
1842	239190	409725
1843	239302	409566
1844	239540	409621
1845	239699	409540
1846	239827	409408
1847	239961	409285
1848	240098	409167
1849	240236	409050
1850	240367	408924
1851	240499	408797
1852	240639	408684
1853	240780	408573
1854	240916	408454
1855	241058	408345
1856	241165	408175
1857	241295	408047
1858	241413	407897
1859	241545	407770
1860	241648	407595
1861	241776	407461
1862	241910	407338
1863	242030	407192
1864	242139	407028
1865	242279	406914
1866	242414	406793
1867	242555	406682
1868	242714	406602
1869	242840	406465
1870	242984	406360
1871	243107	406218
1872	243244	406099
1873	243363	405951
1874	243486	405810
1875	243597	405649
1876	243729	405523
1877	243864	405402
1878	243994	405272
1879	244145	405178
1880	244284	405062
1881	244413	404931
1882	244542	404799
1883	244698	404714
1884	244818	404567
1885	244971	404475
1886	245102	404347
1887	245252	404250
1888	245378	404114
1889	245527	404016
1890	245667	403902
1891	245789	403760
1892	245925	403640
1893	246055	403509
1894	246183	403377
1895	246313	403247
1896	246438	403109
1897	246706	403205
1898	246845	403089
1899	246976	402961
1900	247091	402807
1901	247231	402694
1902	247362	402565
1903	247479	402413
1904	247637	402329
1905	247776	402213
1906	247913	402095
1907	248002	401899
1908	248142	401786
1909	248281	401670
1910	248407	401533
1911	248526	401385
1912	248653	401251
1913	248767	401095
1914	248903	400974
1915	249032	400842
1916	249163	400715
1917	249286	400574
1918	249432	400469
1919	249581	400370
1920	249707	400233
1921	249848	400122
1922	249983	399999
1923	250106	399857
1924	250238	399731
1925	250357	399584
1926	250486	399451
1927	250649	399374
1928	250781	399248
1929	250923	399137
1930	251060	399018
1931	251184	398879
1932	251280	398695
1933	251408	398562
1934	251531	398420
1935	251644	398264
1936	251761	398113
1937	251897	397993
1938	252057	397910
1939	252194	397790
1940	252332	397673
1941	252462	397544
1942	252585	397402
1943	252698	397245
1944	252838	397132
1945	252975	397012
1946	253096	396868
1947	253233	396749
1948	253362	396618
1949	253488	396481
1950	253597	396319
1951	253718	396175
1952	253860	396064
1953	253996	395943
1954	254120	395803
1955	254364	395852
1956	254521	395763
1957	254618	395581
1958	254725	395416
1959	254842	395266
1960	254973	395137
1961	255064	394947
1962	255190	394810
1963	255316	394674
1964	255435	394527
1965	255563	394394
1966	255708	394287
1967	255865	394199
1968	256010	394092
1969	256143	393967
1970	256262	393819
1971	256398	393698
1972	256559	393617
1973	256719	393532
1974	256850	393403
1975	256986	393283
1976	257123	393163
1977	257272	393062
1978	257404	392934
1979	257515	392775
1980	257627	392618
1981	257742	392465
1982	257870	392333
1983	257998	392199
1984	258138	392084
1985	258262	391944
1986	258399	391825
1987	258534	391703
1988	258677	391593
1989	258821	391483
1990	258949	391350
1991	259072	391209
1992	259205	391084
1993	259323	390935
1994	259448	390797
1995	259575	390663
1996	259703	390530
1997	259832	390399
1998	259961	390267
1999	260089	390134
2000	260213	389995
2001	260349	389874
2002	260493	389764
2003	260627	389641
2004	260780	389544
2005	260914	389421
2006	261060	389314
2007	261214	389219
2008	261356	389107
2009	261481	388970
2010	261591	388809
2011	261712	388667
2012	261833	388523
2013	261952	388376
2014	262081	388244
2015	262199	388096
2016	262318	387950
2017	262456	387832
2018	262594	387714
2019	262730	387592
2020	262875	387485
2021	263010	387361
2022	263138	387228
2023	263268	387098
2024	263408	386983
2025	263544	386860
2026	263700	386769
2027	263843	386658
2028	263981	386540
2029	264120	386422
2030	264250	386292
2031	264401	386192
2032	264535	386068
2033	264667	385940
2034	264809	385828
2035	264954	385719
2036	265092	385600
2037	265225	385475
2038	265369	385364
2039	265497	385231
2040	265618	385088
2041	265773	384994
2042	265899	384858
2043	266031	384730
2044	266173	384617
2045	266308	384493
2046	266438	384363
2047	266579	384249
2048	266727	384144
2049	266857	384014
2050	266989	383886
2051	267130	383772
2052	267270	383656
2053	267394	383517
2054	267528	383392
2055	267678	383290
2056	267799	383147
2057	267941	383033
2058	268066	382897
2059	268187	382753
2060	268310	382612
2061	268435	382475
2062	268569	382350
2063	268699	382220
2064	268836	382099
2065	268966	381968
2066	269114	381864
2067	269263	381760
2068	269404	381645
2069	269531	381511
2070	269688	381418
2071	269822	381293
2072	269928	381129
2073	270059	380999
2074	270247	380950
2075	270372	380813
2076	270502	380683
2077	270605	380514
2078	270744	380396
2079	270857	380242
2080	270988	380112
2081	271123	379989
2082	271238	379837
2083	271350	379682
2084	271496	379574
2085	271600	379407
2086	271730	379277
2087	271862	379149
2088	271976	378996
2089	272121	378887
2090	272246	378748
2091	272379	378623
2092	272513	378498
2093	272743	378506
2094	272887	378395
2095	273007	378250
2096	273118	378093
2097	273230	377939
2098	273365	377814
2099	273508	377701
2100	273624	377551
2101	273739	377401
2102	273887	377294
2103	274018	377165
2104	274145	377031
2105	274292	376923
2106	274502	376903
2107	274643	376787
2108	274780	376666
2109	274918	376547
2110	275054	376425
2111	275170	376274
2112	275301	376145
2113	275445	376034
2114	275569	375895
2115	275678	375735
2116	275813	375611
2117	275953	375495
2118	276093	375377
2119	276202	375218
2120	276340	375098
2121	276483	374986
2122	276604	374842
2123	276749	374732
2124	276868	374587
2125	277006	374467
2126	277145	374349
2127	277280	374224
2128	277410	374094
2129	277539	373961
2130	277660	373818
2131	277806	373709
2132	277948	373594
2133	278060	373440
2134	278187	373305
2135	278322	373181
2136	278458	373059
2137	278591	372931
2138	278707	372783
2139	278838	372653
2140	278958	372508
2141	279106	372402
2142	279237	372272
2143	279360	372132
2144	279484	371994
2145	279619	371870
2146	279780	371781
2147	279917	371659
2148	280045	371526
2149	280164	371380
2150	280289	371244
2151	280413	371104
2152	280522	370946
2153	280648	370810
2154	280795	370702
2155	280920	370564
2156	281035	370414
2157	281150	370263
2158	281285	370139
2159	281439	370041
2160	281582	369926
2161	281723	369811
2162	281826	369644
2163	281962	369522
2164	282095	369395
2165	282234	369276
2166	282362	369143
2167	282505	369029
2168	282657	368926
2169	282787	368795
2170	282916	368664
2171	283053	368542
2172	283206	368442
2173	283331	368304
2174	283459	368171
2175	283585	368036
2176	283759	367962
2177	283903	367848
2178	284041	367729
2179	284186	367617
2180	284307	367475
2181	284461	367374
2182	284580	367229
2183	284699	367085
2184	284830	366955
2185	284946	366807
2186	285089	366692
2187	285181	366512
2188	285307	366377
2189	285447	366259
2190	285570	366119
2191	285714	366006
2192	285837	365867
2193	285950	365714
2194	286084	365588
2195	286228	365475
2196	286363	365350
2197	286512	365245
2198	286635	365105
2199	286740	364942
2200	286872	364813
2201	287008	364691
2202	287139	364561
2203	287283	364448
2204	287418	364323
2205	287540	364183
2206	287659	364038
2207	287787	363905
2208	287924	363783
2209	288034	363627
2210	288140	363466
2211	288258	363320
2212	288406	363212
2213	288528	363071
2214	288665	362949
2215	288799	362824
2216	288939	362705
2217	289091	362602
2218	289214	362463
2219	289334	362319
2220	289462	362187
2221	289580	362040
2222	289701	361898
2223	289831	361768
2224	289955	361630
2225	290076	361487
2226	290212	361365
2227	290334	361224
2228	290456	361083
2229	290590	360958
2230	290730	360839
2231	290859	360707
2232	290963	360544
2233	291076	360392
2234	291221	360280
2235	291358	360158
2236	291482	360020
2237	291596	359870
2238	291746	359764
2239	291945	359718
2240	292083	359597
2241	292234	359492
2242	292374	359374
2243	292492	359228
2244	292646	359127
2245	292762	358980
2246	292906	358866
2247	293042	358742
2248	293158	358595
2249	293311	358491
2250	293462	358386
2251	293546	358199
2252	293668	358058
2253	293817	357951
2254	293972	357851
2255	294117	357738
2256	294236	357594
2257	294368	357465
2258	294513	357353
2259	294652	357234
2260	294861	357198
2261	294969	357041
2262	295086	356893
2263	295248	356801
2264	295373	356665
2265	295497	356527
2266	295629	356398
2267	295755	356263
2268	295887	356133
2269	296014	355999
2270	296136	355859
2271	296252	355711
2272	296379	355577
2273	296508	355444
2274	296633	355308
2275	296732	355140
2276	296878	355029
2277	297024	354916
2278	297140	354769
2279	297296	354669
2280	297454	354572
2281	297590	354448
2282	297742	354343
2283	297871	354211
2284	297982	354058
2285	298105	353919
2286	298248	353803
2287	298394	353690
2288	298518	353553
2289	298666	353443
2290	298787	353302
2291	298901	353152
2292	299045	353038
2293	299175	352907
2294	299309	352781
2295	299442	352653
2296	299582	352534
2297	299696	352384
2298	299847	352278
2299	299980	352150
2300	300106	352015
2301	300228	351874
2302	300359	351745
2303	300500	351626
2304	300706	351584
2305	300822	351437
2306	300955	351310
2307	301088	351183
2308	301276	351119
2309	301412	350995
2310	301539	350861
2311	301682	350745
2312	301805	350605
2313	301942	350483
2314	302088	350370
2315	302221	350243
2316	302381	350146
2317	302542	350051
2318	302663	349909
2319	302801	349788
2320	302939	349666
2321	303063	349528
2322	303285	349502
2323	303410	349365
2324	303548	349244
2325	303683	349118
2326	303859	349040
2327	304020	348944
2328	304157	348821
2329	304304	348709
2330	304446	348591
2331	304591	348477
2332	304719	348343
2333	304860	348224
2334	304994	348098
2335	305147	347993
2336	305283	347868
2337	305417	347742
2338	305562	347627
2339	305616	347409
2340	305744	347276
2341	305860	347129
2342	305994	347002
2343	306134	346883
2344	306266	346753
2345	306436	346668
2346	306570	346541
2347	306715	346426
2348	306830	346278
2349	306968	346156
2350	307137	346068
2351	307273	345944
2352	307416	345826
2353	307546	345696
2354	307682	345571
2355	307790	345414
2356	307922	345285
2357	308049	345151
2358	308180	345021
2359	308333	344915
2360	308470	344792
2361	308612	344673
2362	308750	344551
2363	308887	344427
2364	309035	344316
2365	309156	344175
2366	309272	344028
2367	309401	343895
2368	309519	343751
2369	309646	343615
2370	309770	343477
2371	309887	343332
2372	310015	343198
2373	310170	343095
2374	310309	342973
2375	310435	342838
2376	310550	342689
2377	310677	342555
2378	310790	342405
2379	310933	342288
2380	311094	342191
2381	311224	342059
2382	311359	341934
2383	311455	341764
2384	311593	341641
2385	311721	341508
2386	311834	341358
2387	311948	341209
2388	312093	341095
2389	312202	340941
2390	312335	340812
2391	312466	340682
2392	312611	340567
2393	312744	340439
2394	312909	340346
2395	313038	340213
2396	313163	340077
2397	313308	339961
2398	313444	339836
2399	313576	339708
2400	313771	339646
2401	313917	339532
2402	314055	339409
2403	314204	339299
2404	314333	339166
2405	314449	339020
2406	314583	338892
2407	314724	338773
2408	314862	338650
2409	314994	338521
2410	315107	338371
2411	315245	338248
2412	315393	338136
2413	315541	338023
2414	315639	337858
2415	315786	337745
2416	316092	337801
2417	316239	337688
2418	316351	337537
2419	316469	337393
2420	316609	337271
2421	316735	337136
2422	316861	337000
2423	316964	336839
2424	317131	336747
2425	317267	336622
2426	317383	336476
2427	317493	336323
2428	317638	336207
2429	317772	336080
2430	317893	335939
2431	318014	335798
2432	318151	335674
2433	318259	335519
2434	318377	335375
2435	318524	335261
2436	318765	335246
2437	318887	335106
2438	319046	335005
2439	319180	334878
2440	319316	334752
2441	319446	334621
2442	319578	334491
2443	319859	334517
2444	320017	334415
2445	320154	334290
2446	320293	334168
2447	320413	334025
2448	320570	333921
2449	320724	333815
2450	320867	333697
2451	320995	333562
2452	321143	333449
2453	321287	333332
2454	321412	333195
2455	321534	333055
2456	321629	332887
2457	321751	332747
2458	321907	332641
2459	322045	332518
2460	322140	332350
2461	322272	332221
2462	322419	332106
2463	322517	331942
2464	322650	331812
2465	322782	331683
2466	322925	331564
2467	323051	331429
2468	323192	331308
2469	323310	331163
2470	323478	331070
2471	323619	330951
2472	323760	330830
2473	323888	330696
2474	324014	330560
2475	324167	330451
2476	324287	330310
2477	324435	330196
2478	324582	330082
2479	324694	329931
2480	324812	329787
2481	324953	329667
2482	325092	329543
2483	325245	329435
2484	325379	329307
2485	325496	329163
2486	325644	329048
2487	325785	328927
2488	325943	328824
2489	326100	328719
2490	326223	328580
2491	326353	328448
2492	326488	328321
2493	326634	328205
2494	326769	328079
2495	326908	327956
2496	327039	327825
2497	327145	327668
2498	327249	327511
2499	327366	327366
2500	327490	327228
2501	327615	327091
2502	327748	326963
2503	327888	326840
2504	328024	326714
2505	328156	326585
2506	328286	326453
2507	328433	326338
2508	328579	326221
2509	328709	326090
2510	328863	325982
2511	328994	325851
2512	329128	325722
2513	329250	325583
2514	329371	325443
2515	329480	325290
2516	329626	325173
2517	329769	325055
2518	329909	324932
2519	330033	324795
2520	330160	324659
2521	330259	324498
2522	330395	324372
2523	330538	324252
2524	330662	324115
2525	330792	323982
2526	330965	323892
2527	331107	323772
2528	331239	323643
2529	331366	323508
2530	331508	323388
2531	331632	323250
2532	331757	323112
2533	331890	322983
2534	332034	322866
2535	332159	322729
2536	332295	322603
2537	332421	322467
2538	332531	322315
2539	332642	322165
2540	332799	322059
2541	332967	321964
2542	333130	321864
2543	333263	321735
2544	333401	321611
2545	333534	321482
2546	333666	321352
2547	333804	321227
2548	333909	321071
2549	334055	320955
2550	334186	320824
2551	334322	320698
2552	334460	320573
2553	334602	320453
2554	334729	320318
2555	334877	320203
2556	335102	320162
2557	335263	320060
2558	335395	319930
2559	335557	319828
2560	335682	319691
2561	335799	319546
2562	335936	319421
2563	336074	319297
2564	336217	319176
2565	336347	319044
2566	336480	318916
2567	336617	318790
2568	336730	318642
2569	336867	318517
2570	336989	318376
2571	337131	318256
2572	337270	318132
2573	337399	318000
2574	337515	317854
2575	337640	317717
2576	337779	317594
2577	337895	317448
2578	338003	317295
2579	338114	317146
2580	338241	317010
2581	338358	316867
2582	338494	316740
2583	338611	316596
2584	338720	316444
2585	338864	316325
2586	339005	316204
2587	339124	316061
2588	339250	315926
2589	339398	315810
2590	339520	315671
2591	339651	315540
2592	339782	315408
2593	339908	315273
2594	340057	315159
2595	340192	315032
2596	340324	314901
2597	340450	314765
2598	340588	314641
2599	340726	314516
2600	340872	314399
2601	341005	314270
2602	341128	314131
2603	341247	313989
2604	341365	313846
2605	341499	313718
2606	341633	313590
2607	341767	313461
2608	341890	313323
2609	342019	313190
2610	342137	313047
2611	342290	312936
2612	342438	312820
2613	342554	312676
2614	342688	312547
2615	342809	312407
2616	342938	312274
2617	343072	312146
2618	343231	312040
2619	343380	311925
2620	343531	311812
2621	343676	311694
2622	343811	311566
2623	343933	311427
2624	344066	311298
2625	344193	311163
2626	344317	311026
2627	344433	310881
2628	344543	310731
2629	344677	310602
2630	344811	310474
2631	344939	310340
2632	345072	310211
2633	345223	310098
2634	345365	309977
2635	345522	309868
2636	345656	309740
2637	345794	309616
2638	345919	309479
2639	346050	309348
2640	346178	309214
2641	346333	309104
2642	346475	308983
2643	346601	308847
2644	346754	308736
2645	346898	308616
2646	347029	308485
2647	347147	308342
2648	347273	308207
2649	347414	308084
2650	347536	307945
2651	347688	307833
2652	347810	307693
2653	347926	307549
2654	348057	307418
2655	348160	307262
2656	348289	307129
2657	348442	307017
2658	348576	306889
2659	348700	306751
2660	348833	306622
2661	348967	306494
2662	349094	306359
2663	349219	306222
2664	349354	306095
2665	349487	305965
2666	349601	305819
2667	349725	305682
2668	349861	305555
2669	349978	305412
2670	350118	305288
2671	350235	305145
2672	350391	305036
2673	350540	304920
2674	350660	304779
2675	350796	304652
2676	350925	304520
2677	351062	304393
2678	351205	304273
2679	351343	304147
2680	351467	304011
2681	351618	303896
2682	351792	303803
2683	351946	303691
2684	352058	303544
2685	352222	303440
2686	352360	303315
2687	352485	303179
2688	352628	303058
2689	352774	302940
2690	352886	302792
2691	353040	302681
2692	353177	302555
2693	353278	302398
2694	353429	302283
2695	353570	302161
2696	353693	302022
2697	353846	301910
2698	353971	301774
2699	354107	301647
2700	354228	301507
2701	354356	301373
2702	354488	301242
2703	354629	301120
2704	354761	300990
2705	354891	300857
2706	354990	300699
2707	355095	300546
2708	355247	300432
2709	355377	300300
2710	355515	300174
2711	355634	300033
2712	355761	299899
2713	355883	299760
2714	355989	299607
2715	356106	299464
2716	356227	299325
2717	356362	299197
2718	356487	299061
2719	356600	298914
2720	356741	298792
2721	356866	298656
2722	357007	298533
2723	357151	298413
2724	357270	298271
2725	357425	298160
2726	357562	298034
2727	357694	297904
2728	357836	297781
2729	357962	297646
2730	358108	297527
2731	358221	297381
2732	358357	297254
2733	358482	297118
2734	358649	297016
2735	358762	296870
2736	358897	296743
2737	359060	296637
2738	359173	296491
2739	359282	296342
2740	359420	296217
2741	359546	296081
2742	359704	295972
2743	359846	295850
2744	359988	295728
2745	360205	295667
2746	360320	295523
2747	360450	295390
2748	360583	295261
2749	360755	295163
2750	360883	295029
2751	361017	294900
2752	361155	294775
2753	361274	294634
2754	361421	294515
2755	361536	294371
2756	361646	294223
2757	361781	294095
2758	361911	293962
2759	362034	293825
2760	362156	293686
2761	362275	293545
2762	362419	293424
2763	362543	293288
2764	362670	293152
2765	362811	293029
2766	362949	292904
2767	363073	292767
2768	363211	292641
2769	363330	292500
2770	363469	292375
2771	363600	292244
2772	363722	292106
2773	363867	291985
2774	363960	291823
2775	364098	291698
2776	364220	291559
2777	364354	291431
2778	364497	291309
2779	364641	291188
2780	364751	291040
2781	364875	290903
2782	365011	290776
2783	365154	290654
2784	365243	290489
2785	365374	290358
2786	365490	290215
2787	365626	290088
2788	365755	289955
2789	365885	289823
2790	366014	289690
2791	366149	289562
2792	366285	289435
2793	366395	289287
2794	366532	289160
2795	366685	289046
2796	366828	288924
2797	366952	288787
2798	367061	288639
2799	367202	288515
2800	367334	288385
2801	367434	288230
2802	367565	288098
2803	367632	287917
2804	367756	287780
2805	367872	287637
2806	368002	287505
2807	368126	287369
2808	368272	287250
2809	368411	287124
2810	368538	286991
2811	368648	286843
2812	368798	286726
2813	368916	286585
2814	369056	286461
2815	369174	286319
2816	369295	286180
2817	369423	286047
2818	369564	285924
2819	369709	285803
2820	369817	285654
2821	369948	285523
2822	370088	285399
2823	370229	285275
2824	370356	285141
2825	370511	285029
2826	370630	284888
2827	370762	284757
2828	370907	284637
2829	371004	284480
2830	371157	284366
2831	371283	284231
2832	371419	284103
2833	371552	283974
2834	371673	283835
2835	371777	283683
2836	371908	283552
2837	372041	283422
2838	372190	283305
2839	372278	283141
2840	372428	283024
2841	372558	282893
2842	372686	282759
2843	372794	282610
2844	372926	282480
2845	373061	282352
2846	373199	282226
2847	373329	282094
2848	373449	281954
2849	373569	281815
2850	373698	281683
2851	373848	281566
2852	373986	281440
2853	374108	281302
2854	374253	281182
2855	374393	281057
2856	374524	280926
2857	374673	280808
2858	374811	280682
2859	374934	280545
2860	375042	280396
2861	375166	280260
2862	375281	280117
2863	375410	279984
2864	375542	279854
2865	375667	279718
2866	375778	279573
2867	375907	279440
2868	376050	279317
2869	376183	279188
2870	376324	279064
2871	376410	278900
2872	376536	278765
2873	376667	278634
2874	376789	278496
2875	376940	278380
2876	377072	278249
2877	377218	278129
2878	377363	278009
2879	377515	277893
2880	377663	277774
2881	377790	277640
2882	377934	277519
2883	378063	277386
2884	378198	277258
2885	378303	277107
2886	378424	276969
2887	378556	276838
2888	378690	276709
2889	378800	276563
2890	378957	276451
2891	379082	276316
2892	379238	276203
2893	379392	276088
2894	379518	275953
2895	379682	275846
2896	379811	275713
2897	379952	275590
2898	380100	275471
2899	380365	275437
2900	380511	275316
2901	380642	275185
2902	380756	275041
2903	380880	274905
2904	381031	274788
2905	381163	274658
2906	381305	274534
2907	381440	274406
2908	381587	274286
2909	381718	274155
2910	381848	274022
2911	381995	273903
2912	382097	273751
2913	382233	273623
2914	382373	273498
2915	382503	273366
2916	382651	273247
2917	382761	273101
2918	382896	272972
2919	383033	272846
2920	383168	272717
2921	383294	272582
2922	383430	272454
2923	383589	272343
2924	383687	272188
2925	383822	272060
2926	384002	271963
2927	384117	271820
2928	384262	271699
2929	384395	271569
2930	384520	271433
2931	384632	271289
2932	384763	271157
2933	384915	271041
2934	385053	270915
2935	385184	270783
2936	385313	270650
2937	385440	270516
2938	385591	270399
2939	385700	270252
2940	385824	270116
2941	385939	269973
2942	386073	269844
2943	386190	269703
2944	386336	269582
2945	386480	269460
2946	386608	269327
2947	386777	269222
2948	386943	269115
2949	387104	269004
2950	387239	268876
2951	387363	268740
2952	387500	268612
2953	387637	268485
2954	387748	268340
2955	387892	268217
2956	388030	268091
2957	388167	267964
2958	388296	267831
2959	388447	267713
2960	388576	267581
2961	388699	267444
2962	388862	267334
2963	388956	267177
2964	389068	267033
2965	389215	266913
2966	389358	266789
2967	389499	266665
2968	389632	266535
2969	389738	266387
2970	389852	266244
2971	389994	266120
2972	390097	265969
2973	390202	265820
2974	390328	265685
2975	390442	265542
2976	390579	265415
2977	390698	265275
2978	390830	265145
2979	390973	265022
2980	391175	264939
2981	391308	264809
2982	391449	264684
2983	391574	264549
2984	391725	264431
2985	391845	264292
2986	392003	264178
2987	392144	264054
2988	392257	263910
2989	392388	263779
2990	392520	263648
2991	392660	263523
2992	392760	263371
2993	392895	263242
2994	393022	263108
2995	393144	262971
2996	393308	262861
2997	393442	262732
2998	393559	262591
2999	393712	262474
3000	393837	262339
3001	393971	262210
3002	394133	262099
3003	394266	261969
3004	394393	261835
3005	394520	261701
3006	394663	261577
3007	394791	261444
3008	394911	261305
3009	395031	261166
3010	395151	261028
3011	395286	260899
3012	395426	260774
3013	395578	260656
3014	395709	260524
3015	395820	260380
3016	395963	260256
3017	396082	260117
3018	396221	259991
3019	396337	259850
3020	396484	259729
3021	396621	259602
3022	396738	259461
3023	396862	259325
3024	396969	259178
3025	397090	259040
3026	397214	258904
3027	397363	258785
3028	397496	258654
3029	397627	258523
3030	397738	258379
3031	397871	258248
3032	398012	258124
3033	398147	257995
3034	398272	257860
3035	398415	257736
3036	398549	257606
3037	398681	257476
3038	398803	257339
3039	398932	257206
3040	399072	257080
3041	399205	256950
3042	399351	256828
3043	399490	256703
3044	399601	256558
3045	399753	256440
3046	399874	256303
3047	399990	256161
3048	400136	256039
3049	400264	255906
3050	400392	255773
3051	400522	255641
3052	400672	255522
3053	400793	255384
3054	400925	255253
3055	401049	255117
3056	401181	254987
3057	401327	254865
3058	401453	254730
3059	401586	254600
3060	401716	254468
3061	401842	254333
3062	401969	254200
3063	402121	254082
3064	402250	253949
3065	402385	253820
3066	402513	253686
3067	402669	253571
3068	402809	253445
3069	402960	253326
3070	403100	253201
3071	403226	253066
3072	403347	252929
3073	403460	252786
3074	403594	252656
3075	403703	252511
3076	403822	252372
3077	403951	252239
3078	404087	252111
3079	404210	251975
3080	404343	251844
3081	404473	251713
3082	404606	251582
3083	404754	251462
3084	404875	251324
3085	405022	251202
3086	405152	251071
3087	405276	250935
3088	405416	250809
3089	405569	250691
3090	405689	250553
3091	405813	250417
3092	405906	250262
3093	406040	250133
3094	406169	250000
3095	406305	249872
3096	406457	249754
3097	406568	249610
3098	406687	249471
3099	406817	249339
3100	406925	249194
3101	407070	249071
3102	407179	248926
3103	407312	248796
3104	407464	248678
3105	407616	248559
3106	407740	248423
3107	407855	248282
3108	407989	248153
3109	408106	248013
3110	408217	247869
3111	408360	247745
3112	408479	247606
3113	408606	247473
3114	408746	247347
3115	408885	247220
3116	409033	247099
3117	409166	246969
3118	409306	246843
3119	409444	246716
3120	409550	246570
3121	409669	246431
3122	409826	246315
3123	409931	246168
3124	410063	246038
3125	410201	245910
3126	410332	245779
3127	410462	245647
3128	410561	245497
3129	410703	245372
3130	410844	245247
3131	410992	245125
3132	411099	244980
3133	411221	244843
3134	411366	244720
3135	411502	244591
3136	411637	244463
3137	411782	244340
3138	411929	244218
3139	412061	244087
3140	412182	243949
3141	412309	243816
3142	412427	243677
3143	412550	243541
3144	412675	243406
3145	412827	243287
3146	412948	243149
3147	413094	243027
3148	413238	242903
3149	413388	242783
3150	413510	242647
3151	413645	242517
3152	413772	242384
3153	413915	242259
3154	414035	242122
3155	414173	241994
3156	414296	241858
3157	414423	241725
3158	414534	241582
3159	414677	241457
3160	414807	241326
3161	414936	241193
3162	415084	241071
3163	415212	240938
3164	415350	240811
3165	415475	240676
3166	415612	240548
3167	415727	240408
3168	415866	240281
3169	415988	240144
3170	416120	240014
3171	416242	239877
3172	416392	239757
3173	416527	239627
3174	416652	239493
3175	416772	239355
3176	416907	239226
3177	417041	239096
3178	417173	238965
3179	417384	238880
3180	417501	238741
3181	417634	238610
3182	417743	238466
3183	417883	238340
3184	418014	238208
3185	418135	238072
3186	418267	237941
3187	418404	237813
3188	418558	237694
3189	418668	237551
3190	418810	237426
3191	418949	237299
3192	419094	237176
3193	419235	237050
3194	419372	236922
3195	419487	236782
3196	419633	236659
3197	419776	236534
3198	419891	236393
3199	420030	236266
3200	420170	236140
3201	420299	236008
3202	420419	235870
3203	420545	235736
3204	420673	235603
3205	420793	235465
3206	420945	235346
3207	421154	235258
3208	421298	235134
3209	421434	235005
3210	421538	234859
3211	421665	234725
3212	421780	234585
3213	421900	234447
3214	422046	234324
3215	422185	234197
3216	422328	234072
3217	422439	233930
